homo_sapiens,mus_musculus,positive_match_percent
ENSG00000141570,ENSMUSG00000025578,90.54596163623258
ENSG00000171298,ENSMUSG00000025579,88.60892554533149
ENSG00000141543,ENSMUSG00000025580,99.5134
ENSG00000171246,ENSMUSG00000025582,98.3796
ENSG00000141564,ENSMUSG00000025583,97.76786534522832
ENSG00000073417,ENSMUSG00000025584,88.01453875160908
ENSG00000214575,ENSMUSG00000025586,93.56520025466536
ENSG00000198498,ENSMUSG00000025591,85.37740192127933
ENSG00000126733,ENSMUSG00000025592,93.26843711596881
ENSG00000102271,ENSMUSG00000025597,92.96165483043016
ENSG00000166261,ENSMUSG00000025602,86.57874646892573
ENSG00000158623,ENSMUSG00000025607,99.3111
ENSG00000128567,ENSMUSG00000025608,51.460889439539685
ENSG00000128585,ENSMUSG00000025609,99.59179999999999
ENSG00000156273,ENSMUSG00000025612,87.05088990519953
ENSG00000156261,ENSMUSG00000025613,98.3577
ENSG00000156256,ENSMUSG00000025616,89.92721751836345
ENSG00000156531,ENSMUSG00000025626,98.76541410278477
ENSG00000165704,ENSMUSG00000025630,97.7064
ENSG00000164051,ENSMUSG00000025645,67.07468781627736
ENSG00000164053,ENSMUSG00000025646,81.7258653943829
ENSG00000164054,ENSMUSG00000025647,74.36974789915966
ENSG00000114268,ENSMUSG00000025648,98.72070000000001
ENSG00000010256,ENSMUSG00000025651,92.9167
ENSG00000183396,ENSMUSG00000025652,70.73174396006641
ENSG00000131089,ENSMUSG00000025656,95.84489918619714
ENSG00000149970,ENSMUSG00000025658,99.41915681822182
ENSG00000072133,ENSMUSG00000025665,86.10590718062628
ENSG00000147027,ENSMUSG00000025666,99.4475
ENSG00000012779,ENSMUSG00000025701,97.181
ENSG00000165406,ENSMUSG00000025702,87.46712032804841
ENSG00000095777,ENSMUSG00000025716,87.98269008636905
ENSG00000177082,ENSMUSG00000025722,87.31642208051504
ENSG00000197696,ENSMUSG00000025723,73.80954005731411
ENSG00000140612,ENSMUSG00000025724,81.69010979302365
ENSG00000156222,ENSMUSG00000025726,90.82499597302726
ENSG00000161992,ENSMUSG00000025727,74.2557
ENSG00000007541,ENSMUSG00000025728,84.77902089595794
ENSG00000197562,ENSMUSG00000025730,98.9324
ENSG00000130731,ENSMUSG00000025731,94.1176
ENSG00000172366,ENSMUSG00000025732,87.5
ENSG00000140983,ENSMUSG00000025733,90.46851389833506
ENSG00000103269,ENSMUSG00000025735,98.65949999999998
ENSG00000161999,ENSMUSG00000025736,86.35516461454476
ENSG00000127580,ENSMUSG00000025737,96.45569999999998
ENSG00000127585,ENSMUSG00000025738,97.49480000000001
ENSG00000127588,ENSMUSG00000025739,98.5075
ENSG00000101911,ENSMUSG00000025742,99.6855
ENSG00000162512,ENSMUSG00000025743,85.7466
ENSG00000084754,ENSMUSG00000025745,94.1022
ENSG00000136244,ENSMUSG00000025746,53.900698878313946
ENSG00000176890,ENSMUSG00000025747,94.1935274417252
ENSG00000273540,ENSMUSG00000025754,85.86713296132456
ENSG00000164070,ENSMUSG00000025757,96.36251574911623
ENSG00000142731,ENSMUSG00000025758,88.33775837956908
ENSG00000164073,ENSMUSG00000025759,91.80326458805698
ENSG00000138709,ENSMUSG00000025762,43.161532810145985
ENSG00000077684,ENSMUSG00000025764,95.34607731699322
ENSG00000151470,ENSMUSG00000025766,91.04855853114509
ENSG00000124812,ENSMUSG00000025774,70.1106827167386
ENSG00000121005,ENSMUSG00000025776,97.39999999999999
ENSG00000104381,ENSMUSG00000025777,95.8101
ENSG00000154589,ENSMUSG00000025779,80.0
ENSG00000123243,ENSMUSG00000025780,87.53955969888739
ENSG00000165629,ENSMUSG00000025781,93.2886
ENSG00000165632,ENSMUSG00000025782,92.20851036089307
ENSG00000163815,ENSMUSG00000025784,86.6337
ENSG00000075914,ENSMUSG00000025785,98.2818
ENSG00000163812,ENSMUSG00000025786,83.67671252934825
ENSG00000163810,ENSMUSG00000025787,71.19643717372817
ENSG00000140557,ENSMUSG00000025789,98.13329999999999
ENSG00000176463,ENSMUSG00000025790,98.8732
ENSG00000079739,ENSMUSG00000025791,93.52016099692763
ENSG00000183048,ENSMUSG00000025792,93.7282
ENSG00000185359,ENSMUSG00000025793,95.81456026816373
ENSG00000188846,ENSMUSG00000025794,89.35183506836592
ENSG00000153179,ENSMUSG00000025795,93.61704092711597
ENSG00000163823,ENSMUSG00000025804,89.8592
ENSG00000150093,ENSMUSG00000025809,96.24059999999999
ENSG00000099250,ENSMUSG00000025810,96.3164
ENSG00000148498,ENSMUSG00000025812,95.19913970929761
ENSG00000103942,ENSMUSG00000025813,96.98708667767913
ENSG00000181192,ENSMUSG00000025815,93.36958966174251
ENSG00000065665,ENSMUSG00000025816,100.0
ENSG00000165609,ENSMUSG00000025817,91.53317073032706
ENSG00000170265,ENSMUSG00000025821,91.09947621880171
ENSG00000155660,ENSMUSG00000025823,94.55678526952325
ENSG00000177706,ENSMUSG00000025854,92.69128679350112
ENSG00000188191,ENSMUSG00000025855,98.1627
ENSG00000197461,ENSMUSG00000025856,92.87472778103044
ENSG00000164818,ENSMUSG00000025857,85.48008277975484
ENSG00000239857,ENSMUSG00000025858,96.9419
ENSG00000101966,ENSMUSG00000025860,94.25980445555321
ENSG00000101972,ENSMUSG00000025862,99.6057
ENSG00000145920,ENSMUSG00000025867,100.0
ENSG00000146066,ENSMUSG00000025868,87.7358
ENSG00000048162,ENSMUSG00000025869,93.5933141068068
ENSG00000175414,ENSMUSG00000025870,94.8664999970485
ENSG00000122203,ENSMUSG00000025871,87.50000306602387
ENSG00000051596,ENSMUSG00000025872,99.1453
ENSG00000113194,ENSMUSG00000025873,99.3258
ENSG00000048140,ENSMUSG00000025875,87.29644142908508
ENSG00000113763,ENSMUSG00000025876,95.63218844944734
ENSG00000160883,ENSMUSG00000025877,90.40647344217507
ENSG00000087206,ENSMUSG00000025878,84.78560465288803
ENSG00000101665,ENSMUSG00000025880,98.59159999999999
ENSG00000167306,ENSMUSG00000025885,95.66633770020734
ENSG00000204403,ENSMUSG00000025887,67.3684446648043
ENSG00000137752,ENSMUSG00000025888,74.6898402871591
ENSG00000145335,ENSMUSG00000025889,97.1429
ENSG00000152578,ENSMUSG00000025892,98.7805
ENSG00000182359,ENSMUSG00000025893,94.99590136750967
ENSG00000149313,ENSMUSG00000025894,96.1165
ENSG00000152404,ENSMUSG00000025898,83.324012800914
ENSG00000137760,ENSMUSG00000025899,85.5422
ENSG00000104237,ENSMUSG00000025900,72.73582109653779
ENSG00000164736,ENSMUSG00000025902,88.11522546199204
ENSG00000120992,ENSMUSG00000025903,95.6522
ENSG00000082556,ENSMUSG00000025905,94.0430773226803
ENSG00000023287,ENSMUSG00000025907,94.15461519017322
ENSG00000147481,ENSMUSG00000025909,97.6789
ENSG00000147576,ENSMUSG00000025911,94.20601622266841
ENSG00000185697,ENSMUSG00000025912,96.34065735125446
ENSG00000104205,ENSMUSG00000025915,98.3871
ENSG00000178125,ENSMUSG00000025916,81.21019429437939
ENSG00000121022,ENSMUSG00000025917,100.0
ENSG00000040341,ENSMUSG00000025920,97.01750000000001
ENSG00000121039,ENSMUSG00000025921,99.4135
ENSG00000147601,ENSMUSG00000025925,76.51166785938243
ENSG00000008196,ENSMUSG00000025927,99.89118171452368
ENSG00000112115,ENSMUSG00000025929,75.39932262246167
ENSG00000178860,ENSMUSG00000025930,88.94352416736409
ENSG00000170915,ENSMUSG00000025931,96.3277
ENSG00000104313,ENSMUSG00000025932,98.22487978054457
ENSG00000096092,ENSMUSG00000025933,72.95081569134503
ENSG00000182793,ENSMUSG00000025934,83.97292213565375
ENSG00000067167,ENSMUSG00000025935,97.3262
ENSG00000147592,ENSMUSG00000025937,93.4028
ENSG00000137571,ENSMUSG00000025938,91.87277257134586
ENSG00000104343,ENSMUSG00000025939,61.63938587906468
ENSG00000175606,ENSMUSG00000025940,71.59529307332373
ENSG00000144407,ENSMUSG00000025946,88.8686165778476
ENSG00000115020,ENSMUSG00000025949,96.25744452818975
ENSG00000138413,ENSMUSG00000025950,98.06759999999998
ENSG00000163254,ENSMUSG00000025952,92.26359260104255
ENSG00000144401,ENSMUSG00000025956,94.03669999999998
ENSG00000118260,ENSMUSG00000025958,97.90417694431285
ENSG00000118263,ENSMUSG00000025959,97.84408094958982
ENSG00000118246,ENSMUSG00000025962,80.05715691050412
ENSG00000138400,ENSMUSG00000025963,82.51474457100178
ENSG00000114948,ENSMUSG00000025964,95.72548770791155
ENSG00000114942,ENSMUSG00000025967,98.2222
ENSG00000023228,ENSMUSG00000025968,97.66160000000002
ENSG00000118257,ENSMUSG00000025969,97.03824665806874
ENSG00000162972,ENSMUSG00000025971,82.8179
ENSG00000152430,ENSMUSG00000025977,92.36110407684038
ENSG00000162944,ENSMUSG00000025978,88.31171191165846
ENSG00000115540,ENSMUSG00000025979,100.0
ENSG00000144381,ENSMUSG00000025980,98.25479999999999
ENSG00000115520,ENSMUSG00000025981,92.08330511805339
ENSG00000115524,ENSMUSG00000025982,100.0
ENSG00000144395,ENSMUSG00000025983,86.56716546415213
ENSG00000196950,ENSMUSG00000025986,92.4278664559441
ENSG00000021826,ENSMUSG00000025991,98.5333
ENSG00000138449,ENSMUSG00000025993,93.77737803576446
ENSG00000115368,ENSMUSG00000025995,92.4096
ENSG00000030419,ENSMUSG00000025997,98.48768241537158
ENSG00000115365,ENSMUSG00000026000,96.49120000000002
ENSG00000115361,ENSMUSG00000026003,93.0233
ENSG00000144445,ENSMUSG00000026004,86.7632197054505
ENSG00000197713,ENSMUSG00000026005,96.7602271587743
ENSG00000163600,ENSMUSG00000026009,73.45972433007093
ENSG00000163599,ENSMUSG00000026011,84.7534
ENSG00000178562,ENSMUSG00000026012,75.34247893496565
ENSG00000173166,ENSMUSG00000026014,93.56121626676641
ENSG00000138380,ENSMUSG00000026017,82.17819730018302
ENSG00000163596,ENSMUSG00000026018,81.86755612190174
ENSG00000138442,ENSMUSG00000026019,97.8723
ENSG00000055044,ENSMUSG00000026020,97.27699741656147
ENSG00000116030,ENSMUSG00000026021,100.0
ENSG00000138395,ENSMUSG00000026023,91.72409999999999
ENSG00000003393,ENSMUSG00000026024,95.82828478679642
ENSG00000082146,ENSMUSG00000026027,95.69380000000001
ENSG00000115993,ENSMUSG00000026028,93.048722101694
ENSG00000064012,ENSMUSG00000026029,77.4259576357834
ENSG00000003402,ENSMUSG00000026031,78.42324984762435
ENSG00000119013,ENSMUSG00000026032,86.13858458974198
ENSG00000013441,ENSMUSG00000026034,93.69179978205159
ENSG00000240344,ENSMUSG00000026035,99.3789
ENSG00000196290,ENSMUSG00000026036,90.5710402131141
ENSG00000115942,ENSMUSG00000026037,88.46488341360053
ENSG00000163535,ENSMUSG00000026039,65.12964683085936
ENSG00000204262,ENSMUSG00000026042,97.46330658365426
ENSG00000168542,ENSMUSG00000026043,94.8805557439561
ENSG00000134901,ENSMUSG00000026047,96.0159
ENSG00000134899,ENSMUSG00000026048,78.43803173645632
ENSG00000151287,ENSMUSG00000026049,97.78758538452493
ENSG00000119147,ENSMUSG00000026051,88.5135
ENSG00000112232,ENSMUSG00000026058,97.1347
ENSG00000115616,ENSMUSG00000026062,93.48095852755264
ENSG00000080572,ENSMUSG00000026063,77.77778079988995
ENSG00000180251,ENSMUSG00000026065,89.65516477125699
ENSG00000115607,ENSMUSG00000026068,77.658722143385
ENSG00000115602,ENSMUSG00000026069,79.25199465049027
ENSG00000115604,ENSMUSG00000026070,75.69575762026928
ENSG00000115594,ENSMUSG00000026072,81.74674433454271
ENSG00000115590,ENSMUSG00000026073,71.78216396431657
ENSG00000071054,ENSMUSG00000026074,95.20958982573127
ENSG00000170485,ENSMUSG00000026077,91.09753214039125
ENSG00000115539,ENSMUSG00000026078,95.6158833329673
ENSG00000115526,ENSMUSG00000026080,93.8202
ENSG00000135945,ENSMUSG00000026082,90.7999918720309
ENSG00000158417,ENSMUSG00000026083,95.23809332480035
ENSG00000144214,ENSMUSG00000026085,82.35295167221561
ENSG00000185414,ENSMUSG00000026087,90.3426731902831
ENSG00000158411,ENSMUSG00000026088,90.3614
ENSG00000196872,ENSMUSG00000026090,63.359829135128045
ENSG00000081320,ENSMUSG00000026094,95.1613
ENSG00000138381,ENSMUSG00000026095,86.45667516051735
ENSG00000128694,ENSMUSG00000026096,90.5797
ENSG00000128699,ENSMUSG00000026097,99.3464
ENSG00000064933,ENSMUSG00000026098,86.5332545969185
ENSG00000138379,ENSMUSG00000026100,98.00262622690371
ENSG00000151689,ENSMUSG00000026102,88.55348912779947
ENSG00000115419,ENSMUSG00000026103,95.75577276421278
ENSG00000115415,ENSMUSG00000026104,95.94684074346598
ENSG00000173559,ENSMUSG00000026107,88.059679349518
ENSG00000144339,ENSMUSG00000026109,99.4652
ENSG00000071073,ENSMUSG00000026110,97.0093
ENSG00000115446,ENSMUSG00000026111,98.8417
ENSG00000183513,ENSMUSG00000026112,94.59459999999999
ENSG00000040933,ENSMUSG00000026113,97.99895507940849
ENSG00000144191,ENSMUSG00000026114,87.60091921148368
ENSG00000075568,ENSMUSG00000026116,94.36170980464053
ENSG00000115085,ENSMUSG00000026117,95.55378754764983
ENSG00000168758,ENSMUSG00000026121,92.98141657330576
ENSG00000115762,ENSMUSG00000026123,95.25956452363818
ENSG00000152093,ENSMUSG00000026124,54.58819556429064
ENSG00000072135,ENSMUSG00000026126,82.36580779707334
ENSG00000136718,ENSMUSG00000026127,99.3127
ENSG00000151914,ENSMUSG00000026131,88.04632826443597
ENSG00000146143,ENSMUSG00000026134,94.28008262061877
ENSG00000115568,ENSMUSG00000026135,88.311009295169
ENSG00000082293,ENSMUSG00000026141,90.43017256731113
ENSG00000144468,ENSMUSG00000026142,88.8889
ENSG00000112280,ENSMUSG00000026147,94.78830000000002
ENSG00000168955,ENSMUSG00000026149,86.59338562781801
ENSG00000168958,ENSMUSG00000026150,92.91596921799196
ENSG00000082269,ENSMUSG00000026153,91.42668840873915
ENSG00000154079,ENSMUSG00000026154,73.58489412602177
ENSG00000112305,ENSMUSG00000026155,91.95149579612976
ENSG00000112309,ENSMUSG00000026156,91.80838067838961
ENSG00000119900,ENSMUSG00000026158,85.46444472489434
ENSG00000173744,ENSMUSG00000026159,94.39579198627398
ENSG00000187736,ENSMUSG00000026162,82.49155942023364
ENSG00000153820,ENSMUSG00000026163,80.04762564396896
ENSG00000115009,ENSMUSG00000026166,67.67679687786948
ENSG00000135925,ENSMUSG00000026167,96.6427
ENSG00000135929,ENSMUSG00000026170,81.76691108598558
ENSG00000163481,ENSMUSG00000026171,87.43171021123118
ENSG00000074582,ENSMUSG00000026172,98.44685952075736
ENSG00000115556,ENSMUSG00000026173,82.09046824358659
ENSG00000144580,ENSMUSG00000026174,99.3311
ENSG00000127831,ENSMUSG00000026175,94.075
ENSG00000144579,ENSMUSG00000026176,98.8506
ENSG00000018280,ENSMUSG00000026177,91.25684712989613
ENSG00000127838,ENSMUSG00000026179,92.21260154748484
ENSG00000180871,ENSMUSG00000026180,84.84003587968911
ENSG00000100034,ENSMUSG00000026181,85.65123272955046
ENSG00000118245,ENSMUSG00000026182,92.7273
ENSG00000115461,ENSMUSG00000026185,96.8692714494537
ENSG00000079246,ENSMUSG00000026187,87.5683
ENSG00000163449,ENSMUSG00000026188,92.59259999999999
ENSG00000115425,ENSMUSG00000026189,86.1386
ENSG00000138363,ENSMUSG00000026192,95.777
ENSG00000115414,ENSMUSG00000026193,96.24549999999999
ENSG00000138376,ENSMUSG00000026196,81.32297472331143
ENSG00000158552,ENSMUSG00000026197,94.1634
ENSG00000115657,ENSMUSG00000026198,93.4679
ENSG00000163516,ENSMUSG00000026199,84.93892354644098
ENSG00000163521,ENSMUSG00000026200,89.2307705121862
ENSG00000115661,ENSMUSG00000026201,97.7049
ENSG00000127824,ENSMUSG00000026202,96.64865969905033
ENSG00000135924,ENSMUSG00000026203,89.8148
ENSG00000054356,ENSMUSG00000026204,91.02040518168984
ENSG00000213901,ENSMUSG00000026205,84.84849315397848
ENSG00000072195,ENSMUSG00000026207,93.8888449390716
ENSG00000175084,ENSMUSG00000026208,99.25448743604831
ENSG00000123992,ENSMUSG00000026209,93.33332112087137
ENSG00000124006,ENSMUSG00000026211,90.21618835120525
ENSG00000144589,ENSMUSG00000026213,81.66666904800532
ENSG00000153827,ENSMUSG00000026219,97.94722992051148
ENSG00000163053,ENSMUSG00000026220,92.17219711703757
ENSG00000079263,ENSMUSG00000026222,35.253734532326874
ENSG00000135916,ENSMUSG00000026223,95.89551464203464
ENSG00000173699,ENSMUSG00000026226,39.61903140569031
ENSG00000204128,ENSMUSG00000026227,75.60141259196173
ENSG00000135914,ENSMUSG00000026228,90.41665764344225
ENSG00000173692,ENSMUSG00000026229,99.58029999999998
ENSG00000115053,ENSMUSG00000026234,89.34364955114526
ENSG00000116106,ENSMUSG00000026235,99.5943
ENSG00000171596,ENSMUSG00000026237,81.03045542836126
ENSG00000156973,ENSMUSG00000026239,99.33330000000001
ENSG00000144524,ENSMUSG00000026240,98.8636
ENSG00000163273,ENSMUSG00000026241,92.8571
ENSG00000116120,ENSMUSG00000026245,96.4346
ENSG00000163286,ENSMUSG00000026246,83.317633791496
ENSG00000171551,ENSMUSG00000026247,97.6774
ENSG00000135900,ENSMUSG00000026248,90.52634523330448
ENSG00000135919,ENSMUSG00000026249,93.199
ENSG00000135902,ENSMUSG00000026251,93.9247637595947
ENSG00000196811,ENSMUSG00000026253,94.40154834563711
ENSG00000135930,ENSMUSG00000026254,90.47618522376183
ENSG00000115468,ENSMUSG00000026255,89.77035858628786
ENSG00000182600,ENSMUSG00000026258,71.0744
ENSG00000066248,ENSMUSG00000026259,91.2676
ENSG00000130414,ENSMUSG00000026260,89.0141
ENSG00000142327,ENSMUSG00000026269,96.47059467916773
ENSG00000142330,ENSMUSG00000026270,87.8923824850687
ENSG00000178623,ENSMUSG00000026271,81.8181874878772
ENSG00000172482,ENSMUSG00000026272,83.87096619645314
ENSG00000122085,ENSMUSG00000026273,75.92845480833351
ENSG00000115687,ENSMUSG00000026274,78.56615477210042
ENSG00000168385,ENSMUSG00000026276,99.169
ENSG00000115694,ENSMUSG00000026277,99.7653
ENSG00000176720,ENSMUSG00000026278,96.94116328968855
ENSG00000176946,ENSMUSG00000026279,88.65617973099633
ENSG00000168397,ENSMUSG00000026280,96.4377
ENSG00000168393,ENSMUSG00000026281,90.56600000000002
ENSG00000168395,ENSMUSG00000026283,94.1667
ENSG00000188389,ENSMUSG00000026285,69.4444
ENSG00000168918,ENSMUSG00000026288,92.1848849296984
ENSG00000085978,ENSMUSG00000026289,95.77234095828781
ENSG00000072080,ENSMUSG00000026295,79.22705443417051
ENSG00000132321,ENSMUSG00000026301,85.76531569905806
ENSG00000115648,ENSMUSG00000026303,73.9495770496303
ENSG00000124839,ENSMUSG00000026304,84.03759765919459
ENSG00000124831,ENSMUSG00000026305,40.46749732733748
ENSG00000132330,ENSMUSG00000026307,87.1151544905967
ENSG00000168427,ENSMUSG00000026308,92.66607893536728
ENSG00000132323,ENSMUSG00000026309,97.7041
ENSG00000065802,ENSMUSG00000026311,97.4664335407034
ENSG00000081138,ENSMUSG00000026312,98.98089999999999
ENSG00000068024,ENSMUSG00000026313,96.44342288658319
ENSG00000166401,ENSMUSG00000026315,88.7701
ENSG00000182372,ENSMUSG00000026317,90.24390467771066
ENSG00000134444,ENSMUSG00000026319,95.8059
ENSG00000141655,ENSMUSG00000026321,73.16680160692847
ENSG00000164270,ENSMUSG00000026322,96.134
ENSG00000206072,ENSMUSG00000026327,79.74355283103216
ENSG00000205359,ENSMUSG00000026331,55.85965137538643
ENSG00000145723,ENSMUSG00000026333,92.4999818246977
ENSG00000145730,ENSMUSG00000026335,94.15986023114725
ENSG00000125633,ENSMUSG00000026339,96.34920719941837
ENSG00000115091,ENSMUSG00000026341,100.0
ENSG00000115084,ENSMUSG00000026342,97.03916154071678
ENSG00000183840,ENSMUSG00000026343,87.56874623402844
ENSG00000150551,ENSMUSG00000026344,95.0355
ENSG00000152128,ENSMUSG00000026347,93.93411784734877
ENSG00000153086,ENSMUSG00000026348,94.3452
ENSG00000082258,ENSMUSG00000026349,94.5629554727085
ENSG00000144224,ENSMUSG00000026353,93.4911362946364
ENSG00000115850,ENSMUSG00000026354,87.86940555073149
ENSG00000076003,ENSMUSG00000026355,97.6858
ENSG00000115866,ENSMUSG00000026356,98.8024
ENSG00000150681,ENSMUSG00000026357,91.9149
ENSG00000090104,ENSMUSG00000026358,92.823
ENSG00000116741,ENSMUSG00000026360,97.6303
ENSG00000134371,ENSMUSG00000026361,100.0
ENSG00000143278,ENSMUSG00000026368,86.6165662902319
ENSG00000211460,ENSMUSG00000026374,98.6842
ENSG00000155438,ENSMUSG00000026377,69.18029626390312
ENSG00000115112,ENSMUSG00000026380,96.8685
ENSG00000115109,ENSMUSG00000026383,88.85872364905774
ENSG00000088179,ENSMUSG00000026384,97.9482
ENSG00000155368,ENSMUSG00000026385,67.5676014974341
ENSG00000080293,ENSMUSG00000026387,84.51329021849789
ENSG00000115107,ENSMUSG00000026389,89.25781205748471
ENSG00000019169,ENSMUSG00000026390,78.03466032053586
ENSG00000151414,ENSMUSG00000026393,99.3377
ENSG00000151418,ENSMUSG00000026394,93.2203
ENSG00000081237,ENSMUSG00000026395,75.49061131224956
ENSG00000116833,ENSMUSG00000026398,91.73482249511373
ENSG00000196352,ENSMUSG00000026399,56.54989344880264
ENSG00000118197,ENSMUSG00000026404,89.9838
ENSG00000123838,ENSMUSG00000026405,57.973752306668366
ENSG00000081248,ENSMUSG00000026407,94.76508763096443
ENSG00000123836,ENSMUSG00000026409,91.23471356472672
ENSG00000116857,ENSMUSG00000026411,98.9071
ENSG00000081277,ENSMUSG00000026413,97.66161531683832
ENSG00000118194,ENSMUSG00000026414,92.66668136888858
ENSG00000162897,ENSMUSG00000026415,60.27398948984492
ENSG00000162891,ENSMUSG00000026416,82.9545
ENSG00000162896,ENSMUSG00000026417,78.43646878646985
ENSG00000159173,ENSMUSG00000026418,99.4652
ENSG00000162892,ENSMUSG00000026420,75.96899233752386
ENSG00000159176,ENSMUSG00000026421,100.0
ENSG00000170075,ENSMUSG00000026424,93.5551
ENSG00000266028,ENSMUSG00000026425,99.15969999999999
ENSG00000143862,ENSMUSG00000026426,99.4624
ENSG00000143486,ENSMUSG00000026427,89.77468469493104
ENSG00000077152,ENSMUSG00000026429,88.27929110515457
ENSG00000266094,ENSMUSG00000026430,88.80863500197327
ENSG00000198049,ENSMUSG00000026432,85.9171669297268
ENSG00000117280,ENSMUSG00000026433,96.80586561102075
ENSG00000069275,ENSMUSG00000026434,95.59750601637221
ENSG00000158715,ENSMUSG00000026435,93.3092
ENSG00000158711,ENSMUSG00000026436,92.45062534960505
ENSG00000117266,ENSMUSG00000026437,94.27027866108475
ENSG00000117222,ENSMUSG00000026439,98.88479999999998
ENSG00000163531,ENSMUSG00000026442,94.16314063217933
ENSG00000170382,ENSMUSG00000026443,91.75326350489289
ENSG00000133056,ENSMUSG00000026447,96.01956399235158
ENSG00000133063,ENSMUSG00000026450,83.22581501306078
ENSG00000143858,ENSMUSG00000026452,98.21640027428879
ENSG00000117153,ENSMUSG00000026455,99.8239
ENSG00000159348,ENSMUSG00000026456,97.04919999999998
ENSG00000159346,ENSMUSG00000026457,98.13329999999999
ENSG00000143847,ENSMUSG00000026458,95.90640558922608
ENSG00000122180,ENSMUSG00000026459,97.32139999999998
ENSG00000058668,ENSMUSG00000026463,91.45229999999998
ENSG00000143337,ENSMUSG00000026466,77.13548605660223
ENSG00000121454,ENSMUSG00000026468,99.23080000000002
ENSG00000143324,ENSMUSG00000026469,97.62759959396749
ENSG00000135823,ENSMUSG00000026470,95.2941
ENSG00000153029,ENSMUSG00000026471,83.871
ENSG00000135821,ENSMUSG00000026473,97.319
ENSG00000143333,ENSMUSG00000026475,88.83375318238564
ENSG00000135862,ENSMUSG00000026478,96.76616254849318
ENSG00000058085,ENSMUSG00000026479,92.1207
ENSG00000116701,ENSMUSG00000026480,91.53186721248701
ENSG00000143344,ENSMUSG00000026482,94.97133796723796
ENSG00000135842,ENSMUSG00000026483,79.82740713463406
ENSG00000121481,ENSMUSG00000026484,100.0
ENSG00000163050,ENSMUSG00000026489,91.79568002928235
ENSG00000143776,ENSMUSG00000026490,96.63046637597245
ENSG00000153207,ENSMUSG00000026491,81.65892519383476
ENSG00000162851,ENSMUSG00000026492,72.2222
ENSG00000162849,ENSMUSG00000026494,91.89571744551981
ENSG00000203666,ENSMUSG00000026495,90.79753258308422
ENSG00000143799,ENSMUSG00000026496,95.66079999999998
ENSG00000185155,ENSMUSG00000026497,75.16199932546016
ENSG00000182827,ENSMUSG00000026499,94.0170869148784
ENSG00000203667,ENSMUSG00000026500,84.25532421185933
ENSG00000121644,ENSMUSG00000026502,98.9691
ENSG00000054282,ENSMUSG00000026504,88.2517595384604
ENSG00000162909,ENSMUSG00000026509,97.2857
ENSG00000143514,ENSMUSG00000026510,94.26809999999999
ENSG00000143742,ENSMUSG00000026511,97.6744
ENSG00000143786,ENSMUSG00000026514,92.2190217259507
ENSG00000143748,ENSMUSG00000026516,93.27876815728762
ENSG00000196187,ENSMUSG00000026519,95.22036986915661
ENSG00000143811,ENSMUSG00000026520,96.875
ENSG00000162843,ENSMUSG00000026523,90.12402455769518
ENSG00000054277,ENSMUSG00000026525,92.51872474175659
ENSG00000091483,ENSMUSG00000026526,95.57521824557513
ENSG00000182901,ENSMUSG00000026527,97.94239945129421
ENSG00000163554,ENSMUSG00000026532,89.32563886182811
ENSG00000163563,ENSMUSG00000026536,60.817319661833686
ENSG00000132703,ENSMUSG00000026542,80.98434479627338
ENSG00000158716,ENSMUSG00000026544,98.6667
ENSG00000213085,ENSMUSG00000026546,92.7405
ENSG00000158710,ENSMUSG00000026547,99.4975
ENSG00000162723,ENSMUSG00000026548,70.38328187910501
ENSG00000122218,ENSMUSG00000026553,98.81967392558263
ENSG00000132716,ENSMUSG00000026554,98.14814601187052
ENSG00000162738,ENSMUSG00000026556,95.22937255246588
ENSG00000143179,ENSMUSG00000026558,98.4674
ENSG00000152382,ENSMUSG00000026563,97.61189999999999
ENSG00000198842,ENSMUSG00000026564,88.76306355483507
ENSG00000143190,ENSMUSG00000026565,94.54778259233431
ENSG00000197965,ENSMUSG00000026566,90.9090869444744
ENSG00000143199,ENSMUSG00000026567,86.78661647129313
ENSG00000143158,ENSMUSG00000026568,97.6378
ENSG00000143164,ENSMUSG00000026571,86.59003412738858
ENSG00000143178,ENSMUSG00000026572,93.51233199305335
ENSG00000143184,ENSMUSG00000026573,84.2105
ENSG00000143196,ENSMUSG00000026574,96.0199
ENSG00000143156,ENSMUSG00000026575,93.1258121283633
ENSG00000143153,ENSMUSG00000026576,98.18778354127616
ENSG00000117475,ENSMUSG00000026577,88.14816314585943
ENSG00000117477,ENSMUSG00000026578,85.6581
ENSG00000198734,ENSMUSG00000026579,78.73838431142468
ENSG00000174175,ENSMUSG00000026580,80.6007871391177
ENSG00000188404,ENSMUSG00000026581,81.422937305682
ENSG00000007908,ENSMUSG00000026582,81.83303074190503
ENSG00000000457,ENSMUSG00000026584,85.73436982057137
ENSG00000075945,ENSMUSG00000026585,99.05366056432017
ENSG00000116132,ENSMUSG00000026586,100.0
ENSG00000152092,ENSMUSG00000026587,98.76731215891746
ENSG00000120341,ENSMUSG00000026589,80.34108949740829
ENSG00000240021,ENSMUSG00000026592,61.08596433733878
ENSG00000116191,ENSMUSG00000026594,98.0392082355953
ENSG00000143322,ENSMUSG00000026596,96.10829999999999
ENSG00000057252,ENSMUSG00000026600,92.47706637487113
ENSG00000162779,ENSMUSG00000026601,76.02452123278321
ENSG00000116218,ENSMUSG00000026602,90.62498542751717
