mus_musculus,homo_sapiens,positive_match_percent
ENSMUSG00000056763,ENSG00000104218,86.00907659954383
ENSMUSG00000039470,ENSG00000104219,96.8621697068056
ENSMUSG00000031487,ENSG00000104221,90.58402135495007
ENSMUSG00000022043,ENSG00000104228,87.4132563682058
ENSMUSG00000039795,ENSG00000104231,89.9254
ENSMUSG00000025900,ENSG00000104237,72.73582109653779
ENSMUSG00000027562,ENSG00000104267,88.4615
ENSMUSG00000007989,ENSG00000104290,99.2493
ENSMUSG00000021975,ENSG00000104299,97.10033734027824
ENSMUSG00000041135,ENSG00000104312,89.89802281383032
ENSMUSG00000025932,ENSG00000104313,98.22487978054457
ENSMUSG00000028224,ENSG00000104320,81.19602738177271
ENSMUSG00000032769,ENSG00000104321,88.59181678664491
ENSMUSG00000039007,ENSG00000104324,93.63057790219051
ENSMUSG00000028223,ENSG00000104325,91.3433
ENSMUSG00000028222,ENSG00000104327,99.2337
ENSMUSG00000066324,ENSG00000104331,95.94406106117259
ENSMUSG00000031548,ENSG00000104332,96.8153
ENSMUSG00000022257,ENSG00000104341,96.24723083294458
ENSMUSG00000025939,ENSG00000104343,61.63938587906468
ENSMUSG00000022325,ENSG00000104356,83.90525550975464
ENSMUSG00000038879,ENSG00000104361,90.60050000000001
ENSMUSG00000031537,ENSG00000104365,95.96825811575282
ENSMUSG00000031538,ENSG00000104368,88.84926354638554
ENSMUSG00000042686,ENSG00000104369,95.68509514297673
ENSMUSG00000031535,ENSG00000104371,83.59550038732381
ENSMUSG00000022329,ENSG00000104375,97.7732938472175
ENSMUSG00000025777,ENSG00000104381,95.8101
ENSMUSG00000047187,ENSG00000104388,99.05660000000002
ENSMUSG00000022336,ENSG00000104408,100.0
ENSMUSG00000022337,ENSG00000104412,98.9899
ENSMUSG00000040728,ENSG00000104413,98.3847
ENSMUSG00000005124,ENSG00000104415,89.3733
ENSMUSG00000005125,ENSG00000104419,97.2081
ENSMUSG00000043542,ENSG00000104427,89.6764371751175
ENSMUSG00000040329,ENSG00000104432,77.34140608428181
ENSMUSG00000027500,ENSG00000104435,100.0
ENSMUSG00000027599,ENSG00000104442,99.64540000000001
ENSMUSG00000038679,ENSG00000104447,95.69598462984531
ENSMUSG00000037617,ENSG00000104450,80.35030333968557
ENSMUSG00000068391,ENSG00000104472,86.1538520088743
ENSMUSG00000051359,ENSG00000104490,100.0
ENSMUSG00000027534,ENSG00000104497,90.9884
ENSMUSG00000037487,ENSG00000104517,99.37464682954857
ENSMUSG00000022575,ENSG00000104518,72.2966096898501
ENSMUSG00000022570,ENSG00000104522,83.03573102279945
ENSMUSG00000022571,ENSG00000104524,90.8759
ENSMUSG00000055762,ENSG00000104529,88.75286890903898
ENSMUSG00000055114,ENSG00000104537,92.89101816371294
ENSMUSG00000022351,ENSG00000104549,91.79752042859415
ENSMUSG00000053886,ENSG00000104611,83.88571345345288
ENSMUSG00000031864,ENSG00000104613,96.54222756150888
ENSMUSG00000031527,ENSG00000104626,90.48989350379975
ENSMUSG00000022094,ENSG00000104635,93.1702288284672
ENSMUSG00000035078,ENSG00000104643,97.98904024794277
ENSMUSG00000031513,ENSG00000104660,100.0
ENSMUSG00000031516,ENSG00000104671,88.31170258053633
ENSMUSG00000034194,ENSG00000104679,75.21552904280583
ENSMUSG00000031584,ENSG00000104687,90.01956667292167
ENSMUSG00000052906,ENSG00000104691,82.63251488824933
ENSMUSG00000009630,ENSG00000104695,100.0
ENSMUSG00000051978,ENSG00000104714,57.290355320207496
ENSMUSG00000118664,ENSG00000104723,98.5632
ENSMUSG00000071176,ENSG00000104728,87.83933786395278
ENSMUSG00000040263,ENSG00000104731,81.88409044318296
ENSMUSG00000022673,ENSG00000104738,97.15941731843893
ENSMUSG00000022039,ENSG00000104755,75.5102
ENSMUSG00000034327,ENSG00000104756,99.2288
ENSMUSG00000031594,ENSG00000104760,89.7763334769109
ENSMUSG00000031591,ENSG00000104763,91.76175260015323
ENSMUSG00000022051,ENSG00000104765,97.94048723404906
ENSMUSG00000005142,ENSG00000104774,84.68381727246856
ENSMUSG00000054342,ENSG00000104783,91.54929555313066
ENSMUSG00000023467,ENSG00000104804,65.619231144469
ENSMUSG00000030824,ENSG00000104805,93.26090922188024
ENSMUSG00000011382,ENSG00000104808,86.65665512789815
ENSMUSG00000003865,ENSG00000104812,98.57630466536853
ENSMUSG00000037337,ENSG00000104814,92.11162911037927
ENSMUSG00000053898,ENSG00000104823,87.32824637537938
ENSMUSG00000015165,ENSG00000104824,95.68105874023381
ENSMUSG00000030595,ENSG00000104825,88.39159411334477
ENSMUSG00000062591,ENSG00000104833,100.0
ENSMUSG00000070699,ENSG00000104835,92.471
ENSMUSG00000038201,ENSG00000104848,92.0634988903824
ENSMUSG00000063511,ENSG00000104852,97.40115079216804
ENSMUSG00000002981,ENSG00000104853,96.77423840678848
ENSMUSG00000002983,ENSG00000104856,90.41339780981102
ENSMUSG00000061028,ENSG00000104859,96.27422546103057
ENSMUSG00000003872,ENSG00000104863,99.0338
ENSMUSG00000051403,ENSG00000104866,89.37992039794206
ENSMUSG00000003420,ENSG00000104870,77.11171029851907
ENSMUSG00000003423,ENSG00000104872,88.9655
ENSMUSG00000030399,ENSG00000104879,98.95010000000002
ENSMUSG00000004568,ENSG00000104880,81.70641824315311
ENSMUSG00000040734,ENSG00000104881,91.64646272534834
ENSMUSG00000069633,ENSG00000104883,85.8921
ENSMUSG00000030400,ENSG00000104884,98.9474
ENSMUSG00000061589,ENSG00000104885,89.17776522219361
ENSMUSG00000035278,ENSG00000104886,88.17886846247278
ENSMUSG00000070570,ENSG00000104888,97.29259619381747
ENSMUSG00000052926,ENSG00000104889,91.66663152944358
ENSMUSG00000040714,ENSG00000104892,93.67588662531551
ENSMUSG00000030798,ENSG00000104894,84.58908747067913
ENSMUSG00000020211,ENSG00000104897,92.09693143467071
ENSMUSG00000035262,ENSG00000104899,78.81511369963994
ENSMUSG00000030792,ENSG00000104901,74.99999184860458
ENSMUSG00000034041,ENSG00000104903,83.15408171015265
ENSMUSG00000035242,ENSG00000104904,90.98901060837274
ENSMUSG00000001909,ENSG00000104907,88.19969234460122
ENSMUSG00000012705,ENSG00000104918,68.46850007304592
ENSMUSG00000005540,ENSG00000104921,72.69939392242478
ENSMUSG00000030409,ENSG00000104936,90.47617208465411
ENSMUSG00000051906,ENSG00000104938,38.63303398236591
ENSMUSG00000040866,ENSG00000104941,83.22807961262215
ENSMUSG00000038520,ENSG00000104946,90.48726287326184
ENSMUSG00000074141,ENSG00000104951,74.68879720596672
ENSMUSG00000034758,ENSG00000104953,54.98699931097001
ENSMUSG00000004994,ENSG00000104957,84.25093406069826
ENSMUSG00000038502,ENSG00000104960,98.7981
ENSMUSG00000054452,ENSG00000104964,99.4924
ENSMUSG00000030411,ENSG00000104967,92.7481127731475
ENSMUSG00000004937,ENSG00000104969,88.85349864902582
ENSMUSG00000002968,ENSG00000104973,87.72606767847374
ENSMUSG00000011837,ENSG00000104976,71.57288372823153
ENSMUSG00000019362,ENSG00000104979,82.90157257912962
ENSMUSG00000002949,ENSG00000104980,95.1327
ENSMUSG00000074358,ENSG00000104983,90.7135633667039
ENSMUSG00000005465,ENSG00000104998,71.64415954979498
ENSMUSG00000005470,ENSG00000105011,94.5545
ENSMUSG00000064179,ENSG00000105048,95.1851608669365
ENSMUSG00000002205,ENSG00000105053,83.27939012159433
ENSMUSG00000003039,ENSG00000105058,99.1071
ENSMUSG00000052296,ENSG00000105063,89.34943733340643
ENSMUSG00000052794,ENSG00000105072,61.78736013625311
ENSMUSG00000045248,ENSG00000105085,89.89897690031437
ENSMUSG00000032172,ENSG00000105088,93.99143054762276
ENSMUSG00000052142,ENSG00000105122,84.90748734517787
ENSMUSG00000024045,ENSG00000105127,87.01955613135725
ENSMUSG00000037577,ENSG00000105131,82.14284060807387
ENSMUSG00000032763,ENSG00000105135,93.8291
ENSMUSG00000032714,ENSG00000105137,91.30438146072676
ENSMUSG00000005355,ENSG00000105141,84.96995181464794
ENSMUSG00000005357,ENSG00000105143,96.88886112568383
ENSMUSG00000070837,ENSG00000105146,84.78633722550761
ENSMUSG00000030423,ENSG00000105171,90.24938593692953
ENSMUSG00000002068,ENSG00000105173,88.75306944123957
ENSMUSG00000030421,ENSG00000105176,77.34082890170944
ENSMUSG00000030417,ENSG00000105185,61.818183700642756
ENSMUSG00000034867,ENSG00000105186,89.41846872421885
ENSMUSG00000037563,ENSG00000105193,100.0
ENSMUSG00000003438,ENSG00000105197,95.75069999999998
ENSMUSG00000001123,ENSG00000105198,29.268298301272104
ENSMUSG00000046865,ENSG00000105202,93.51853228307897
ENSMUSG00000002409,ENSG00000105204,93.32319831859446
ENSMUSG00000036427,ENSG00000105220,95.8781
ENSMUSG00000004056,ENSG00000105221,98.7526
ENSMUSG00000003363,ENSG00000105223,97.34154297196635
ENSMUSG00000053198,ENSG00000105227,81.44676621222274
ENSMUSG00000004934,ENSG00000105229,93.21533900853018
ENSMUSG00000063160,ENSG00000105245,95.96041956585962
ENSMUSG00000003206,ENSG00000105246,73.52294788291603
ENSMUSG00000003208,ENSG00000105248,87.91209695023237
ENSMUSG00000039154,ENSG00000105251,80.99418021271173
ENSMUSG00000006095,ENSG00000105254,94.6721
ENSMUSG00000011589,ENSG00000105255,96.77419999999998
ENSMUSG00000019738,ENSG00000105258,100.0
ENSMUSG00000100512,ENSG00000105261,89.70977546939932
ENSMUSG00000013921,ENSG00000105270,99.2687
ENSMUSG00000034949,ENSG00000105278,61.77604263934279
ENSMUSG00000001918,ENSG00000105281,87.77372657189676
ENSMUSG00000041187,ENSG00000105287,97.31886496974131
ENSMUSG00000034917,ENSG00000105289,87.10920203007286
ENSMUSG00000006651,ENSG00000105290,93.18010760523113
ENSMUSG00000034889,ENSG00000105298,90.45752522431302
ENSMUSG00000041375,ENSG00000105321,77.21178850562536
ENSMUSG00000040725,ENSG00000105323,97.6093513045073
ENSMUSG00000020235,ENSG00000105325,99.5943
ENSMUSG00000002083,ENSG00000105327,92.74609999999998
ENSMUSG00000002603,ENSG00000105329,93.8462
ENSMUSG00000036661,ENSG00000105339,87.30403548670313
ENSMUSG00000057229,ENSG00000105341,81.94174089469327
ENSMUSG00000054169,ENSG00000105352,38.11396399272374
ENSMUSG00000024197,ENSG00000105355,86.10792871356578
ENSMUSG00000030739,ENSG00000105357,95.40429812477105
ENSMUSG00000003299,ENSG00000105364,85.61979411734157
ENSMUSG00000003379,ENSG00000105369,77.13003872187078
ENSMUSG00000118560,ENSG00000105370,97.6879
ENSMUSG00000001014,ENSG00000105371,66.79175203754484
ENSMUSG00000040952,ENSG00000105372,77.87113208419103
ENSMUSG00000041560,ENSG00000105373,88.14967096528653
ENSMUSG00000004612,ENSG00000105374,76.3636
ENSMUSG00000032174,ENSG00000105376,91.14613238878324
ENSMUSG00000004610,ENSG00000105379,97.64710000000001
ENSMUSG00000051504,ENSG00000105383,51.724180387103004
ENSMUSG00000041578,ENSG00000105392,93.56913621912172
ENSMUSG00000031820,ENSG00000105393,94.8640366617651
ENSMUSG00000032175,ENSG00000105397,85.88135519398375
ENSMUSG00000074375,ENSG00000105398,81.0526
ENSMUSG00000019471,ENSG00000105401,96.96173076228911
ENSMUSG00000006024,ENSG00000105402,99.66100000000002
ENSMUSG00000003380,ENSG00000105404,80.77856017073067
ENSMUSG00000040907,ENSG00000105409,97.1926039172449
ENSMUSG00000041420,ENSG00000105419,92.69587833524908
ENSMUSG00000013236,ENSG00000105426,95.7717655719306
ENSMUSG00000063651,ENSG00000105427,93.22035788566477
ENSMUSG00000044526,ENSG00000105428,53.43912300011299
ENSMUSG00000045039,ENSG00000105429,96.16614821443889
ENSMUSG00000002778,ENSG00000105438,100.0
ENSMUSG00000003269,ENSG00000105443,94.66194120134895
ENSMUSG00000053801,ENSG00000105447,96.1883
ENSMUSG00000002771,ENSG00000105464,97.1041784763121
ENSMUSG00000040231,ENSG00000105467,85.6531073066483
ENSMUSG00000004473,ENSG00000105472,88.47928037215559
ENSMUSG00000056394,ENSG00000105486,89.4822608058559
ENSMUSG00000039013,ENSG00000105492,52.05478735354605
ENSMUSG00000033847,ENSG00000105499,67.59578895443006
ENSMUSG00000005649,ENSG00000105507,92.87749828814587
ENSMUSG00000003665,ENSG00000105509,96.7241122957777
ENSMUSG00000019066,ENSG00000105514,96.347
ENSMUSG00000059824,ENSG00000105516,94.1538
ENSMUSG00000040883,ENSG00000105518,88.8889
ENSMUSG00000040563,ENSG00000105520,97.7876
ENSMUSG00000054161,ENSG00000105523,77.58084075695783
ENSMUSG00000044562,ENSG00000105538,95.94594629523571
ENSMUSG00000020317,ENSG00000105549,74.00531730610723
ENSMUSG00000030827,ENSG00000105550,81.1455878663225
ENSMUSG00000030826,ENSG00000105552,90.19105362197199
ENSMUSG00000042570,ENSG00000105556,86.92447087712316
ENSMUSG00000040428,ENSG00000105559,85.4942
ENSMUSG00000007564,ENSG00000105568,100.0
ENSMUSG00000031691,ENSG00000105576,99.777
ENSMUSG00000059355,ENSG00000105583,100.0
ENSMUSG00000069806,ENSG00000105605,100.0
ENSMUSG00000003809,ENSG00000105607,89.71752009421935
ENSMUSG00000054191,ENSG00000105610,75.6097305718964
ENSMUSG00000003812,ENSG00000105612,81.626930779398
ENSMUSG00000053693,ENSG00000105613,96.1146
ENSMUSG00000078813,ENSG00000105617,89.9047637616133
ENSMUSG00000008373,ENSG00000105618,99.3988
ENSMUSG00000006335,ENSG00000105619,91.40624586791775
ENSMUSG00000031805,ENSG00000105639,88.39925460315091
ENSMUSG00000045128,ENSG00000105640,78.48104710783187
ENSMUSG00000000792,ENSG00000105641,88.65978717115408
ENSMUSG00000002908,ENSG00000105642,85.94305549130999
ENSMUSG00000002910,ENSG00000105643,85.9951
ENSMUSG00000031834,ENSG00000105647,93.24135330853431
ENSMUSG00000031840,ENSG00000105649,99.5455
ENSMUSG00000031842,ENSG00000105650,75.19773282842716
ENSMUSG00000019139,ENSG00000105655,92.19732581905781
ENSMUSG00000070002,ENSG00000105656,87.65329012728337
ENSMUSG00000003575,ENSG00000105662,93.51266369971854
ENSMUSG00000031849,ENSG00000105664,94.04763545218496
ENSMUSG00000006313,ENSG00000105668,97.86408092826353
ENSMUSG00000055681,ENSG00000105669,95.12989999999999
ENSMUSG00000057788,ENSG00000105671,93.87333891945875
ENSMUSG00000006311,ENSG00000105672,72.08269271636723
ENSMUSG00000005553,ENSG00000105675,99.08167684325157
ENSMUSG00000002343,ENSG00000105676,87.10006471642592
ENSMUSG00000006315,ENSG00000105677,97.58239881656259
ENSMUSG00000061099,ENSG00000105679,83.25472803488401
ENSMUSG00000036634,ENSG00000105695,97.68558779841256
ENSMUSG00000035964,ENSG00000105696,81.00150757611485
ENSMUSG00000050440,ENSG00000105697,71.85632331026497
ENSMUSG00000058239,ENSG00000105698,98.8439
ENSMUSG00000001247,ENSG00000105699,85.85770384594107
ENSMUSG00000019428,ENSG00000105701,93.13726053230633
ENSMUSG00000011306,ENSG00000105705,94.25462276158733
ENSMUSG00000001249,ENSG00000105707,88.6310854372007
ENSMUSG00000019194,ENSG00000105711,98.1651
ENSMUSG00000031860,ENSG00000105717,81.38299734325486
ENSMUSG00000040857,ENSG00000105722,98.27111776526034
ENSMUSG00000057177,ENSG00000105723,96.19732088401213
ENSMUSG00000031862,ENSG00000105726,97.0881811894206
ENSMUSG00000045252,ENSG00000105732,95.99112380791651
ENSMUSG00000003378,ENSG00000105737,99.23432414783791
ENSMUSG00000030583,ENSG00000105738,94.06801421096608
ENSMUSG00000064254,ENSG00000105755,94.8819
ENSMUSG00000054793,ENSG00000105767,98.4536
ENSMUSG00000002210,ENSG00000105771,97.69229999999999
ENSMUSG00000029787,ENSG00000105778,95.45104324884679
ENSMUSG00000040570,ENSG00000105784,97.26178338444961
ENSMUSG00000040473,ENSG00000105792,90.91877434095039
ENSMUSG00000040464,ENSG00000105793,87.91501793621416
ENSMUSG00000004952,ENSG00000105808,90.96571472054042
ENSMUSG00000040274,ENSG00000105810,98.1595
ENSMUSG00000029017,ENSG00000105819,95.092
ENSMUSG00000029014,ENSG00000105821,97.26249999999999
ENSMUSG00000029664,ENSG00000105825,64.51613980807022
ENSMUSG00000020572,ENSG00000105835,98.3707
ENSMUSG00000020561,ENSG00000105849,83.53296722542775
ENSMUSG00000020573,ENSG00000105851,96.73319999999998
ENSMUSG00000029759,ENSG00000105852,90.3955
ENSMUSG00000032667,ENSG00000105854,94.91529999999999
ENSMUSG00000025321,ENSG00000105855,92.83854255692938
ENSMUSG00000002996,ENSG00000105856,96.73077045635551
ENSMUSG00000020648,ENSG00000105865,96.0998376624809
ENSMUSG00000025323,ENSG00000105866,98.33973958332275
ENSMUSG00000058486,ENSG00000105875,94.71570762877346
ENSMUSG00000018581,ENSG00000105877,91.80361213230289
ENSMUSG00000020659,ENSG00000105879,99.38899999999998
ENSMUSG00000029755,ENSG00000105880,96.8858
ENSMUSG00000029840,ENSG00000105887,99.1525
ENSMUSG00000029838,ENSG00000105894,98.80949999999999
ENSMUSG00000038388,ENSG00000105926,98.07872342939223
ENSMUSG00000029821,ENSG00000105928,80.55554971024195
ENSMUSG00000038600,ENSG00000105929,91.93064060152992
ENSMUSG00000029826,ENSG00000105939,65.33191162811649
ENSMUSG00000056832,ENSG00000105948,98.19490000000002
ENSMUSG00000020456,ENSG00000105953,95.86775816293856
ENSMUSG00000029831,ENSG00000105954,70.31246831596606
ENSMUSG00000056413,ENSG00000105963,95.9893
ENSMUSG00000029553,ENSG00000105967,79.81928355847619
ENSMUSG00000041126,ENSG00000105968,100.0
ENSMUSG00000000058,ENSG00000105971,95.06170000000002
ENSMUSG00000007655,ENSG00000105974,98.3146
ENSMUSG00000009376,ENSG00000105976,94.98015083650368
ENSMUSG00000029130,ENSG00000105982,87.12326367122827
ENSMUSG00000010721,ENSG00000105983,98.57139999999998
ENSMUSG00000010797,ENSG00000105989,97.5
ENSMUSG00000029844,ENSG00000105991,95.38003814668131
ENSMUSG00000029131,ENSG00000105993,85.09406401131598
ENSMUSG00000014704,ENSG00000105996,97.32621644884874
ENSMUSG00000079560,ENSG00000105997,95.4853
ENSMUSG00000029570,ENSG00000106003,94.05548586246546
ENSMUSG00000038253,ENSG00000106004,98.1481
ENSMUSG00000043219,ENSG00000106006,97.20430041392011
ENSMUSG00000000148,ENSG00000106009,79.26539060035829
ENSMUSG00000011171,ENSG00000106018,91.65713028702038
ENSMUSG00000029669,ENSG00000106025,99.3443
ENSMUSG00000029911,ENSG00000106028,89.33331630221647
ENSMUSG00000038203,ENSG00000106031,99.48318582483489
ENSMUSG00000062980,ENSG00000106034,84.6979
ENSMUSG00000005503,ENSG00000106038,94.28917246566691
ENSMUSG00000029776,ENSG00000106049,95.08198882598424
ENSMUSG00000004535,ENSG00000106052,92.07734927336936
ENSMUSG00000052955,ENSG00000106066,88.88885933045897
ENSMUSG00000004633,ENSG00000106069,99.1453
ENSMUSG00000020176,ENSG00000106070,83.02521544297562
ENSMUSG00000040532,ENSG00000106077,82.54483035481836
ENSMUSG00000020173,ENSG00000106078,74.82681204485459
ENSMUSG00000038074,ENSG00000106080,95.7346
ENSMUSG00000005225,ENSG00000106086,96.7245
ENSMUSG00000007207,ENSG00000106089,98.9583
ENSMUSG00000038058,ENSG00000106100,88.9822
ENSMUSG00000029777,ENSG00000106105,95.91279964073199
ENSMUSG00000003476,ENSG00000106113,89.78621337557284
ENSMUSG00000029869,ENSG00000106123,95.97251830276952
ENSMUSG00000038022,ENSG00000106125,83.67752238067584
ENSMUSG00000004654,ENSG00000106128,87.234
ENSMUSG00000029863,ENSG00000106144,93.3628
ENSMUSG00000070493,ENSG00000106153,90.13159866256913
ENSMUSG00000004814,ENSG00000106178,67.2269
ENSMUSG00000004951,ENSG00000106211,90.82127156641958
ENSMUSG00000059991,ENSG00000106236,97.20932434748126
ENSMUSG00000029623,ENSG00000106244,98.895
ENSMUSG00000038722,ENSG00000106245,100.0
ENSMUSG00000029624,ENSG00000106246,82.86738519545135
ENSMUSG00000029729,ENSG00000106261,93.95015261853456
ENSMUSG00000056076,ENSG00000106263,94.61962109306309
ENSMUSG00000029560,ENSG00000106266,92.64069343059393
ENSMUSG00000036639,ENSG00000106268,88.4615
ENSMUSG00000068748,ENSG00000106278,88.74001267747765
ENSMUSG00000036980,ENSG00000106290,97.71214679876209
ENSMUSG00000029684,ENSG00000106299,97.41550981763459
ENSMUSG00000029680,ENSG00000106302,89.1892
ENSMUSG00000029678,ENSG00000106304,74.97586786472897
ENSMUSG00000029610,ENSG00000106305,91.5625
ENSMUSG00000029716,ENSG00000106327,89.80613403825672
ENSMUSG00000029707,ENSG00000106328,92.5703
ENSMUSG00000037221,ENSG00000106330,91.0638
ENSMUSG00000029706,ENSG00000106331,79.42860154489686
ENSMUSG00000029718,ENSG00000106333,83.43945909863325
ENSMUSG00000089984,ENSG00000106336,89.99146525020889
ENSMUSG00000002930,ENSG00000106341,86.62419104425585
ENSMUSG00000029701,ENSG00000106344,86.28233096213265
ENSMUSG00000051306,ENSG00000106346,78.48482919696683
ENSMUSG00000003500,ENSG00000106348,91.99649102941025
ENSMUSG00000029722,ENSG00000106351,86.09680240952241
ENSMUSG00000091625,ENSG00000106355,100.0
ENSMUSG00000037411,ENSG00000106366,88.806
ENSMUSG00000004849,ENSG00000106367,84.72624846647675
ENSMUSG00000042460,ENSG00000106392,95.5923
ENSMUSG00000004846,ENSG00000106397,95.60515654373623
ENSMUSG00000012483,ENSG00000106399,90.9091
ENSMUSG00000059518,ENSG00000106400,94.87180391189979
ENSMUSG00000001739,ENSG00000106404,84.83514022364444
ENSMUSG00000029736,ENSG00000106410,56.486011851240235
ENSMUSG00000029638,ENSG00000106415,94.19351819575371
ENSMUSG00000005474,ENSG00000106436,78.28419573344559
ENSMUSG00000029629,ENSG00000106443,98.14715226987676
ENSMUSG00000058440,ENSG00000106459,90.06749122449126
ENSMUSG00000029571,ENSG00000106460,97.99637486405155
ENSMUSG00000029687,ENSG00000106462,98.86439716797064
ENSMUSG00000029790,ENSG00000106477,92.2252
ENSMUSG00000021319,ENSG00000106483,83.82559430843231
ENSMUSG00000051855,ENSG00000106484,96.60262114550896
ENSMUSG00000036144,ENSG00000106511,98.84678170547326
ENSMUSG00000036188,ENSG00000106524,93.53007941392191
ENSMUSG00000009734,ENSG00000106536,85.92483800875388
ENSMUSG00000020577,ENSG00000106537,95.5882
ENSMUSG00000009281,ENSG00000106538,76.6871
ENSMUSG00000020581,ENSG00000106541,96.0
ENSMUSG00000019256,ENSG00000106546,81.42771059186073
ENSMUSG00000053768,ENSG00000106554,95.5947
ENSMUSG00000029810,ENSG00000106565,64.91560127636046
ENSMUSG00000021318,ENSG00000106571,90.92636818593489
ENSMUSG00000015671,ENSG00000106588,100.0
ENSMUSG00000015672,ENSG00000106591,82.13331606328204
ENSMUSG00000001999,ENSG00000106605,91.70898752350499
ENSMUSG00000049680,ENSG00000106608,93.48412231881547
ENSMUSG00000053094,ENSG00000106609,98.7261
ENSMUSG00000028945,ENSG00000106615,100.0
ENSMUSG00000028944,ENSG00000106617,96.21142785491638
ENSMUSG00000020473,ENSG00000106624,88.10147528191325
ENSMUSG00000020471,ENSG00000106628,97.2281
ENSMUSG00000020469,ENSG00000106631,99.4286
ENSMUSG00000041798,ENSG00000106633,98.2796
ENSMUSG00000029681,ENSG00000106635,89.604
ENSMUSG00000002741,ENSG00000106636,96.46460000000002
ENSMUSG00000005374,ENSG00000106638,93.36334679300776
ENSMUSG00000028938,ENSG00000106648,75.74366883185199
ENSMUSG00000063146,ENSG00000106665,94.696628377667
ENSMUSG00000040731,ENSG00000106682,99.19359999999999
ENSMUSG00000029674,ENSG00000106683,96.5997
ENSMUSG00000064202,ENSG00000106686,70.61790202670366
ENSMUSG00000024935,ENSG00000106688,94.74691355662975
ENSMUSG00000000247,ENSG00000106689,99.7537
ENSMUSG00000028414,ENSG00000106692,89.90633487554501
ENSMUSG00000054752,ENSG00000106701,93.81044663864203
ENSMUSG00000033063,ENSG00000106714,84.73788722637687
ENSMUSG00000021395,ENSG00000106723,100.0
ENSMUSG00000037847,ENSG00000106733,83.77724053373609
ENSMUSG00000055296,ENSG00000106771,93.80331965756022
ENSMUSG00000039126,ENSG00000106772,77.38171749850578
ENSMUSG00000039270,ENSG00000106780,85.52416323376721
ENSMUSG00000039853,ENSG00000106785,84.12701749476538
ENSMUSG00000028337,ENSG00000106789,89.88765939906487
ENSMUSG00000007613,ENSG00000106799,96.02389999999998
ENSMUSG00000053317,ENSG00000106803,100.0
ENSMUSG00000026874,ENSG00000106804,89.0345735637903
ENSMUSG00000021390,ENSG00000106809,91.9463
ENSMUSG00000021388,ENSG00000106819,94.2895510466321
ENSMUSG00000043631,ENSG00000106823,83.85680433783163
ENSMUSG00000024642,ENSG00000106829,99.8706
ENSMUSG00000026890,ENSG00000106852,99.74490000000002
ENSMUSG00000028378,ENSG00000106853,87.8419
ENSMUSG00000038578,ENSG00000106868,83.78916766730198
ENSMUSG00000028356,ENSG00000106927,85.30673745555825
ENSMUSG00000039158,ENSG00000106948,70.13716809194301
ENSMUSG00000028362,ENSG00000106952,82.45243633858891
ENSMUSG00000026825,ENSG00000106976,98.9583
ENSMUSG00000026814,ENSG00000106991,79.93898746124444
ENSMUSG00000026817,ENSG00000106992,92.5742690030274
ENSMUSG00000024780,ENSG00000106993,92.85712756829115
ENSMUSG00000039097,ENSG00000107014,62.7027
ENSMUSG00000016495,ENSG00000107020,93.1973
ENSMUSG00000039678,ENSG00000107021,98.75
ENSMUSG00000038658,ENSG00000107036,96.02813813824383
ENSMUSG00000028397,ENSG00000107077,90.42651877954053
ENSMUSG00000052085,ENSG00000107099,95.73709457013007
ENSMUSG00000032702,ENSG00000107104,91.00295810513303
ENSMUSG00000008489,ENSG00000107105,95.98929521826386
ENSMUSG00000062661,ENSG00000107130,100.0
ENSMUSG00000028458,ENSG00000107140,94.97203950181158
ENSMUSG00000058740,ENSG00000107147,91.62961517127353
ENSMUSG00000028463,ENSG00000107159,79.01788271857971
ENSMUSG00000026843,ENSG00000107164,94.33305483406248
ENSMUSG00000005994,ENSG00000107165,90.8752
ENSMUSG00000028466,ENSG00000107175,73.12659062289254
ENSMUSG00000028468,ENSG00000107185,97.4425
ENSMUSG00000028402,ENSG00000107186,90.6982446878523
ENSMUSG00000026934,ENSG00000107187,91.11393177172333
ENSMUSG00000040296,ENSG00000107201,86.76392470236776
ENSMUSG00000015092,ENSG00000107223,100.0
ENSMUSG00000024867,ENSG00000107242,97.68306606226355
ENSMUSG00000052942,ENSG00000107249,88.90081096967484
ENSMUSG00000028416,ENSG00000107262,77.71428615305643
ENSMUSG00000039844,ENSG00000107263,92.48085234088187
ENSMUSG00000015094,ENSG00000107281,79.57959266968956
ENSMUSG00000024897,ENSG00000107282,93.26982289026614
ENSMUSG00000043535,ENSG00000107290,82.35955668336322
ENSMUSG00000028488,ENSG00000107295,84.54659268229291
ENSMUSG00000015090,ENSG00000107317,83.37731951044582
ENSMUSG00000026944,ENSG00000107331,95.37891381211473
ENSMUSG00000044813,ENSG00000107338,96.0474233467082
ENSMUSG00000036241,ENSG00000107341,100.0
ENSMUSG00000047368,ENSG00000107362,100.0
ENSMUSG00000028322,ENSG00000107371,91.80329548209438
ENSMUSG00000024750,ENSG00000107372,99.06100000000002
ENSMUSG00000029071,ENSG00000107404,96.97840000000001
ENSMUSG00000055044,ENSG00000107438,94.51217149250819
ENSMUSG00000025010,ENSG00000107443,97.90025197504262
ENSMUSG00000025014,ENSG00000107447,82.5794015584686
ENSMUSG00000015619,ENSG00000107485,97.85792556340536
ENSMUSG00000054843,ENSG00000107518,98.65798700926433
ENSMUSG00000025188,ENSG00000107521,87.81870740956025
